Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00577_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00577_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00733_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00733_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_T.mzML
P12259	P12259		F5		113448	108675	322651						77233.8	
P12268	P12268		IMPDH2		623143	546783	810549	686728	1.52444e+06	656439	721988	530014	539356	1.29224e+06
P12270	P12270		TPR		1.65768e+06	1.49978e+06	1.42502e+06	1.49258e+06	2.51659e+06	1.31666e+06	1.59449e+06	1.3855e+06	1.70346e+06	1.32286e+06
P12277	P12277		CKB		7.07579e+07	4.05021e+07	1.11321e+07	6.82887e+07	1.65152e+06	1.48721e+07	3.36513e+07	1.63617e+06	8.10319e+07	2.15e+06
P12314	P12314		FCGR1A		438377		574272	53602.2	452311		148263	436078		1.35463e+06
P12429	P12429		ANXA3		1.51338e+06	423848	337114	1.70624e+06	224469	733970	192367	36803.5	1.68489e+06	694341
P12532	P12532		CKMT1A		2.00541e+06	3.82554e+06		2.78185e+06	311007	1.74859e+06			4.97334e+06	
P12544	P12544		GZMA		186396		198106		759857		380202	220736	58601.4	289631
P12694	P12694		BCKDHA		1.98028e+06	2.55891e+06	373779	1.85375e+06	207221	2.22186e+06	784336	474279	1.37699e+06	340194
P12814	P12814		ACTN1		1.18371e+07	4.86164e+06	6.52793e+06	6.31811e+06	9.03379e+06	4.27534e+06	4.97428e+06	7.44555e+06	9.40226e+06	1.01379e+07
P12821	P12821		ACE		342844	735181				957024		220610		
P12955	P12955		PEPD		1.01091e+07	2.33085e+07	3.90361e+06	1.86606e+07	5.17545e+06	4.18381e+07	2.17027e+06	2.54416e+06	4.96209e+06	4.54218e+06
P12956	P12956		XRCC6		1.77356e+06	1.0574e+06	2.26716e+06	1.85389e+06	1.03306e+06	2.52779e+06	1.53778e+06	1.10037e+06	1.84965e+06	1.88045e+06
P13010	P13010		XRCC5		3.55487e+06	4.85288e+06	4.68432e+06	4.47908e+06	4.445e+06	3.53475e+06	5.62987e+06	4.05518e+06	5.87117e+06	5.85443e+06
P13051	P13051		UNG			79454.5	39341.9	118586	69452				172399	
P13073	P13073		COX4I1		2.11605e+07	2.31133e+07	3.56142e+06	1.70026e+07	7.72096e+06	2.43002e+07	2.92723e+06	4.35626e+06	1.78723e+07	982846
P13284	P13284		IFI30		920548	810608	917130	418972	956060	673573	466284	485730	604736	848118
P13489	P13489		RNH1		3.01905e+06	3.36384e+06	1.3827e+06	1.81183e+06	620670	3.99276e+06	1.17597e+06	3.76548e+06	2.49922e+06	3.28837e+06
P13591	P13591		NCAM1		231166		800374						168705	
P13611	P13611		VCAN		1.26835e+06	1.19817e+06	1.08973e+06	2.00454e+06	2.549e+06	437490	1.17734e+06	2.44462e+06	1.8963e+06	6.27768e+06
P13639	P13639		EEF2		567507	769034	787453	432071	1.79036e+06	338343	1.19056e+06	937060	761633	
P13667	P13667		PDIA4		6.9334e+06	5.88468e+06	1.08279e+07	3.66759e+06	8.14237e+06	5.17908e+06	4.41603e+06	1.41064e+07	4.82778e+06	4.83626e+06
P13671	P13671		C6		4.38972e+06	3.75176e+06	3.37087e+06	951815	519819	2.54185e+06	1.12161e+06	864422	6.23889e+06	2.77852e+06
P13674	P13674		P4HA1		846183	747761	3.11868e+06	633491	4.83656e+06	725342	2.1053e+06	2.61222e+06	721938	1.98046e+06
P13796	P13796		LCP1		7.68849e+06	4.41804e+06	1.11388e+07	2.33676e+06	8.7697e+06	3.08378e+06	1.16051e+07	1.16825e+07	7.47434e+06	1.92702e+07
P13797	P13797		PLS3		741366	592066	705192	683172	397304	735682	244420	671872	872794	206261
P13798	P13798		APEH		1.94673e+06	1.29421e+06	905260	2.07179e+06	933409	821674	499479	541015	1.96125e+06	735376
P13804	P13804		ETFA		1.80454e+07	4.18929e+07	6.32405e+06	1.70158e+07	9.03726e+06	6.64089e+07	3.36992e+06	6.69437e+06	1.16028e+07	6.03067e+06
P13807	P13807		GYS1		394164	343218	398768	363127	1.79473e+06	180538	1.63991e+06	1.49454e+06	387441	1.2176e+06
P13861	P13861		PRKAR2A		492949	824338	264922	798319	365184	377143		470199		229012
P14174	P14174		MIF		2.04736e+08	3.12125e+08	2.0374e+08	2.47163e+08	3.51035e+08	4.0419e+08	6.70224e+08	8.97755e+08	2.50622e+08	4.60095e+08
P14207	P14207		FOLR2		314605		197732	44352.9	159100	117991				369799
P14314	P14314		PRKCSH		1.71405e+06	1.59553e+06	2.31582e+06	1.55166e+06	2.40435e+06	1.3656e+06	1.86724e+06	6.54204e+06	1.5806e+06	982179
P14317	P14317		HCLS1		71438.8	60451.1	167082	32163.1	346266		198863	45246		128796
P14543	P14543		NID1		1.74233e+07	1.05245e+07	6.37456e+06	1.13929e+07	9.32718e+06	1.29405e+07	1.58269e+07	1.73848e+07	2.07503e+07	1.24066e+07
P14550	P14550		AKR1A1		1.50601e+07	5.26493e+07	7.80228e+06	2.10495e+07	1.32192e+07	5.57947e+07	2.43225e+07	1.57425e+07	8.08917e+06	1.35957e+07
P14618	P14618		PKM		1.25942e+07	5.25187e+06	1.32371e+07	1.1858e+07	3.28732e+07	7.72529e+06	2.04461e+07	2.43619e+07	1.1878e+07	2.4422e+07
P14625	P14625		HSP90B1		6.34282e+06	4.62585e+06	1.00324e+07	4.37852e+06	6.66539e+06	5.93968e+06	4.54827e+06	9.60593e+06	2.88173e+06	7.87099e+06
P14649	P14649		MYL6B		309906	295702	138410	611781	475487	312183	440307	298074	405860	219405
P14678	P14678		SNRPB		3.70346e+06	2.54474e+06	3.43769e+06	4.08107e+06	4.36301e+06	3.68388e+06	196961	4.04051e+06	6.10025e+06	4.20759e+06
P14866	P14866		HNRNPL		7.9147e+06	5.51049e+06	8.01588e+06	8.32971e+06	5.64326e+06	7.00585e+06	5.91899e+06	8.36011e+06	1.20943e+07	6.34008e+06
P14868	P14868		DARS1		2.89876e+06	2.78922e+06	3.11158e+06	2.07056e+06	4.80381e+06	1.81352e+06	3.92354e+06	5.3498e+06	2.38804e+06	2.56091e+06
P14902	P14902		IDO1						291350		141183	1.9518e+06		
P14920	P14920		DAO		221255	1.56138e+06		750243		1.69692e+06		395310	129851	
P14923	P14923		JUP		2.9177e+06	2.81404e+06	1.42426e+06	3.77179e+06	1.56273e+06	2.66025e+06	2.37897e+06	2.86946e+06	4.2113e+06	1.53218e+06
P14927	P14927		UQCRB		6.58135e+06	6.48102e+06	1.27737e+06	8.32956e+06	2.59522e+06	5.4493e+06	1.24986e+06	2.23684e+06	6.53763e+06	1.43367e+06
P15121	P15121		AKR1B1		1.34061e+07	3.19155e+06	3.49748e+06	1.37963e+07	9.31255e+07	3.33692e+06	2.65862e+06	6.78333e+06	2.28974e+07	1.71857e+07
P15144	P15144		ANPEP		1.90982e+07	3.49551e+07	6.48624e+06	2.57725e+07	2.405e+06	3.72638e+07	816722	745681	5.38418e+06	2.26987e+06
P15151	P15151		PVR		697236	559604	1.30574e+06	324199		482970	420745	344689	649365	642343
P15169	P15169		CPN1		354759	289081	563377	286924	146352		648433	141396	768216	
P15311	P15311		EZR		2.52455e+06	2.72777e+06	1.30968e+07	3.74155e+06	3.72735e+06	4.00401e+06	3.56046e+06	2.08985e+06	965688	2.53087e+06
P15313	P15313		ATP6V1B1		984686	1.07037e+06		1.3674e+06		1.26359e+06			3.15576e+06	
P15328	P15328		FOLR1					708959	516505	692822		339178		519492
P15374	P15374		UCHL3		207980	312422	238085		71341.4	462820			110691	373582
P15735	P15735		PHKG2		236777	332072		352527	783490	191983	471468	905715	128627	
P15924	P15924		DSP		1.14814e+06	1.74548e+06	2.81002e+06	1.69251e+06	786175	1.43975e+06	1.18965e+06	734359	1.27744e+06	455733
P15927	P15927		RPA2		312574				227915	205743		300793	537339	296614
P15941	P15941		MUC1		2.14333e+06	514602		2.26321e+06	1.16613e+06	306424		456511	2.33564e+06	
P16083	P16083		NQO2		451364	5.03167e+06		2.33346e+06	1.00185e+06	2.04566e+06	1.027e+06	325159	519743	149476
P16112	P16112		ACAN		257785	196123	401037	189854	2.39053e+06			1.30762e+06		368515
P16152	P16152		CBR1		3.30328e+07	2.90889e+07	5.95114e+06	3.14031e+07	2.02023e+07	2.11195e+07	1.49826e+07	3.53958e+07	3.97694e+07	8.95346e+06
P16157	P16157		ANK1		204421	416231	1.16315e+06	600562	795293		2.07579e+06	248336	479347	1.49706e+06
P16219	P16219		ACADS		8.33493e+06	1.83206e+07	2.42496e+06	1.15457e+07	2.9381e+06	1.6681e+07	4.91326e+06	3.0549e+06	3.6212e+06	2.70404e+06
P16278	P16278		GLB1		1.64667e+06	3.62665e+06	972455	3.15276e+06	555670	1.68676e+06	842093	346437	2.02194e+06	1.43658e+06
P16284	P16284		PECAM1		938733	781906	346083	521690	977458	502561	1.07413e+06	1.50536e+06	975963	891222
P16298	P16298		PPP3CB		3.17021e+06	3.00291e+06	2.42625e+06	2.68672e+06	2.22588e+06	2.59159e+06	3.12753e+06	2.71811e+06	2.90899e+06	3.02851e+06
P16333	P16333		NCK1		2.23426e+06	1.76854e+06	1.91807e+06	1.676e+06	2.51532e+06	1.97268e+06	1.6918e+06	3.2018e+06	2.04239e+06	3.41584e+06
P16422	P16422		EPCAM		1.1705e+06	701355		1.02065e+06		648881		159441	984770	
P16444	P16444		DPEP1		4.03581e+06	3.7089e+07		4.06307e+07		5.3156e+07			2.22303e+06	196701
P16452	P16452		EPB42								813583			
P16455	P16455		MGMT		384967	471127	235367	383194	189748	333082	173675	390944	354191	357630
P16662	P16662		UGT2B7		72698.1	682530		268542		633599		200393		
P16885	P16885		PLCG2		2.41076e+06	2.88732e+06	947444	2.27056e+06	1.52599e+06	2.7344e+06	876474	1.41054e+06	1.88654e+06	1.19776e+06
P16930	P16930		FAH		2.56814e+06	8.53401e+06	2.12038e+06	4.18705e+06	4.4741e+06	1.17426e+07	985598	4.3392e+06	1.70326e+06	2.50825e+06
P17050	P17050		NAGA		496707	1.19599e+06		1.32839e+06		1.05904e+06	117594	57961.1	275258	164754
P17174	P17174		GOT1		2.2291e+07	2.80828e+07	4.2917e+06	2.86451e+07	1.76437e+07	2.41957e+07	1.27014e+07	3.08468e+07	2.81418e+07	3.94161e+06
P17213	P17213		BPI				1.51797e+06							356304
P17252	P17252		PRKCA		645995	739847	839740	472406		566740			560460	482769
P17301	P17301		ITGA2		627131	320046	309336	477703	173418		231567		572858	
P17480	P17480		UBTF		879268	681018	947024	1.06099e+06	798867	931607	689217	627143	668128	1.26284e+06
P17540	P17540		CKMT2		446542	432331		569372	85956.6	482567			395810	
P17655	P17655		CAPN2		8.7171e+06	9.96895e+06	6.42062e+06	1.00258e+07	5.70943e+06	3.25993e+06	1.01999e+07	6.46346e+06	1.00406e+07	6.58246e+06
P17661	P17661		DES		2.48235e+07	1.01656e+06	1.58251e+06	1.84308e+06	1.07414e+06	690057	178778	288335	8.56606e+06	374436
P17812	P17812		CTPS1		1.07914e+06	795977	1.40249e+06	1.10477e+06	1.92107e+06	529340	302927	1.17851e+06	1.62499e+06	565754
P17813	P17813		ENG				117591	133418	185750		101810	184802	132467	485201
P17844	P17844		DDX5		2.73402e+06	2.69217e+06	3.58534e+06	2.95827e+06	3.14868e+06	2.22144e+06	2.92904e+06	2.42137e+06	3.06742e+06	2.62741e+06
P17858	P17858		PFKL		6.11743e+06	8.67644e+06	4.56443e+06	7.56823e+06	1.38532e+07	9.01802e+06	1.83544e+07	2.00171e+07	6.84949e+06	8.88333e+06
P17931	P17931		LGALS3		2.95353e+06	3.23503e+06	1.17928e+07	2.54544e+06	2.05547e+07	1.58701e+06	1.13109e+07	5.60204e+06	2.28651e+06	6.3397e+06
P17948	P17948		FLT1		318721	431284	1.06003e+06	440396	1.05857e+06	339475	918730	1.48657e+06	172004	420295
P17980	P17980		PSMC3		2.52669e+06	2.68331e+06	1.87421e+06	2.54516e+06	3.06468e+06	2.9586e+06	2.42953e+06	2.11964e+06	2.41102e+06	2.13434e+06
P17987	P17987		TCP1		9.40938e+06	1.14038e+07	8.44e+06	8.29003e+06	1.87304e+07	1.11061e+07	9.69411e+06	1.26079e+07	6.49578e+06	7.91454e+06
P18031	P18031		PTPN1		939605	1.16244e+06	1.68774e+06	1.03489e+06	1.5465e+06	1.04963e+06	1.09783e+06	1.52198e+06	987568	1.07457e+06
P18084	P18084		ITGB5		467868	227508	348523	363498	425669	446277		371364	392906	
P18124	P18124		RPL7		478846		2.83762e+06		2.88654e+06		608908		759426	2.26046e+06
P18206	P18206		VCL		3.19298e+07	2.0294e+07	1.29595e+07	1.96922e+07	1.35063e+07	2.16395e+07	1.85843e+07	1.94025e+07	2.8812e+07	2.92378e+07
P18428	P18428		LBP		2.13003e+07	2.53138e+06	9.9171e+06	2.69542e+06	1.69644e+06	3.46028e+06	2.54184e+06	1.24837e+06	1.00098e+07	8.99111e+06
P18577	P18577		RHCE		134682		650007	332128	398626		1.8482e+06	95251.1		1.45621e+06
P18669	P18669		PGAM1		1.42292e+06	2.78182e+06	885444	1.80406e+06	359123	5.7551e+06	5.80629e+06	1.15825e+06	570924	1.43053e+07
P18754	P18754		RCC1		811444	1.01718e+06	2.05409e+06	1.0576e+06	1.05429e+06	749216	1.72415e+06	1.45114e+06	1.90347e+06	2.25548e+06
P19022	P19022		CDH2		352113	905696	386345	478861	326099	877166	638654	544677	196396	366646
P19174	P19174		PLCG1		351890	235759	156396	238100	384364	205259	303575	124594	218153	241054
P19224	P19224		UGT1A6		205975				329178			1.06305e+06	124830	
P19320	P19320		VCAM1		2.47952e+06	925897	2.32081e+06					892211	721585	
P19367	P19367		HK1		3.27079e+06	1.52615e+06	2.02934e+06	1.96532e+06	1.88131e+06	1.27366e+06	1.25424e+06	2.03354e+06	2.3745e+06	1.59818e+06
P19388	P19388		POLR2E			392938		414496	401711	317498		450195	460013	481981
P19404	P19404		NDUFV2		3.0986e+06	1.82605e+06	950643	1.87142e+06	759205			412682	7.37573e+06	730661
P19440	P19440		GGT1		324413	846787	59908.3	508899	208578	867923		117467	257405	374152
P19447	P19447		ERCC3		314150	614360	90273.7	376329		850134	175107	223443	328509	237680
P19474	P19474		TRIM21		793008	566507	516692	419140	942839	284276		1.11788e+06	725412	694971
P19525	P19525		EIF2AK2		111385					119945			99515.3	
P19623	P19623		SRM		3.98901e+06	2.96287e+06	1.16034e+07	2.15756e+06	6.14457e+06	2.20922e+06	3.8386e+06	2.55963e+06	3.20156e+06	5.21512e+06
P19652	P19652		ORM2		2.81776e+07	1.05563e+07	1.63995e+07	1.05712e+07	1.40333e+07	4.32808e+06	9.92684e+06	9.90168e+06	1.24299e+07	1.42773e+07
P19801	P19801		AOC1			1.11326e+06		523818		829641	373491	564151		175622
P19823	P19823		ITIH2		15003.8	54749.9		14929.1	12327.9				43657.7	14652.2
P19827	P19827		ITIH1		952484	1.21138e+06	605164	1.01151e+06	2.12463e+06		2.2523e+06	1.25337e+06	2.78485e+06	1.91115e+06
P19878	P19878		NCF2		378700				928444			984680		1.11337e+06
P19971	P19971		TYMP		7.68571e+06	4.48589e+06	2.49013e+07	2.70899e+06	1.72958e+07	4.54408e+06	3.12881e+07	2.26022e+07	5.40421e+06	2.69722e+07
P20042	P20042		EIF2S2		863742	944835	1.48616e+06	848772	2.16988e+06	326327	1.65734e+06	940801	1.54231e+06	2.96206e+06
P20073	P20073		ANXA7		3.75522e+06	4.17334e+06	1.64736e+06	4.47604e+06	2.80906e+06	3.64327e+06	1.11081e+06	3.54807e+06	3.51108e+06	1.60917e+06
P20226	P20226		TBP		116790	41753.5						49891.6	103899	
P20231	P20231		TPSB2		1.85653e+07	6.51543e+06	2.55633e+06	1.86745e+06	4.51618e+06	5.50982e+06	3.14121e+07	4.93935e+06	2.93715e+06	5.60693e+07
P20290	P20290		BTF3		145969	96182	117097	128367	31804.3	129336	78962.7		80544	91453.7
P20338	P20338		RAB4A		279842	176161	1.85968e+06		387290			245523	202182	
P20339	P20339		RAB5A			44409.2	23522.5	11542	11975.9	11327.6		47908.7	43032.3	
P20340	P20340		RAB6A		1.70567e+06	1.85313e+06	1.24406e+06	1.38062e+06	1.83475e+06	1.75903e+06	1.04757e+06	1.85402e+06	1.75063e+06	1.47196e+06
P20585	P20585		MSH3		24721.8	152466	68787.5	89939.6	85417.8	88983	136404	89075.6	124451	
P20618	P20618		PSMB1		1.11322e+06	1.30453e+06	1.03273e+06	874852	2.52755e+06	1.12042e+06	2.04093e+06	1.7019e+06	923687	903374
P20700	P20700		LMNB1		4.81306e+06	3.39047e+06	6.41318e+06	1.62513e+06	9.01739e+06	1.78431e+06	8.1328e+06	7.10716e+06	4.04497e+06	5.96741e+06
P20742	P20742		PZP		1.13446e+06	1.40317e+06	950017	341258	561981		2.05525e+06	620531	1.98839e+06	285202
P20810	P20810		CAST		3.29057e+06	2.36589e+06	9.77558e+06	1.24445e+06	3.16669e+06	1.58011e+06	1.33612e+06	2.86826e+06	3.20708e+06	2.85533e+06
P20936	P20936		RASA1		1.12037e+06	398805	1.40537e+06	445499	871765	320124	871398	431990	441435	842639
P21127	P21127		CDK11B		405046	392613		433696	701368	593607	154071	758196	940665	683661
P21281	P21281		ATP6V1B2		8.18661e+06	1.83889e+07	2.11212e+06	1.01713e+07	4.07812e+06	1.99755e+07	7.46608e+06	9.26652e+06	6.39353e+06	4.39923e+06
P21291	P21291		CSRP1		7.21575e+06	7.27733e+06	1.27761e+06	5.43771e+06	1.29288e+06	5.74399e+06	797873	3.5063e+06	7.97353e+06	2.74733e+06
P21333	P21333		FLNA		3.45246e+07	1.73711e+07	3.43474e+07	2.06727e+07	3.00812e+07	1.48411e+07	2.41e+07	2.00029e+07	3.05684e+07	3.76009e+07
P21397	P21397		MAOA		9.37342e+06	9.5148e+06	3.36494e+06	5.37237e+06	1.16791e+06	1.05093e+07			4.31985e+06	566744
P21399	P21399		ACO1		4.09003e+06	1.02817e+07	1.47601e+06	6.30027e+06	1.21592e+06	6.83013e+06	1.96005e+06	1.4102e+06	1.49415e+06	1.10371e+06
P21549	P21549		AGXT		569152	2.17118e+06		3.17903e+06		467767				
P21589	P21589		NT5E		208317	156154	139641	127288		231052	291029	173091		524367
P21695	P21695		GPD1		283359	711874		508104	210857	676647		195998	203089	
P21741	P21741		MDK		46599		66325						115480	
P21796	P21796		VDAC1		4.73146e+06	7.71113e+06	2.3506e+06	1.8915e+06	2.42016e+06	1.25061e+07		9.55365e+06	8.44416e+06	994439
P21860	P21860		ERBB3		52613.8	154768	106266		93878.3	54160.1	208238	62381.1		
P21912	P21912		SDHB		1.84951e+07	2.62407e+07	5.60546e+06	1.90386e+07	6.93755e+06	2.49447e+07	4.54223e+06	5.96885e+06	1.28416e+07	3.80266e+06
P21953	P21953		BCKDHB		7.55655e+06	9.62172e+06	1.4913e+06	9.36004e+06	2.01449e+06	7.94204e+06	1.52081e+06	1.70979e+06	5.13984e+06	1.06926e+06
P21964	P21964		COMT		1.37508e+06	638540	397389	615312	169776	312724	246443	928053	1.56046e+06	371531
P21980	P21980		TGM2		1.92937e+07	2.964e+06	8.27796e+07	4.76436e+06	2.40931e+06	4.78531e+06	1.2531e+07	2.3045e+07	1.22887e+07	5.19795e+07
P22033	P22033		MMUT		2.98383e+06	5.10688e+06	767692	3.90279e+06	1.0354e+06	4.00772e+06	1.03849e+06	1.07499e+06	2.05501e+06	890673
P22059	P22059		OSBP		2.99392e+06	2.08341e+06	1.41119e+06	2.94256e+06	2.06901e+06	2.1356e+06	846900	2.5284e+06	2.98146e+06	933245
P22061	P22061		PCMT1			5.27704e+06		5.56197e+06	5.17297e+06	4.06217e+06	7.64968e+06	3.11778e+06	3.15222e+06	7.09212e+06
P22087	P22087		FBL		7.22273e+06	7.91399e+06	1.20251e+07	8.06691e+06	1.13273e+07	6.58812e+06	8.58724e+06	4.70329e+06	8.09358e+06	9.83633e+06
P22102	P22102		GART		1.2678e+06	1.16e+06	957257	1.23499e+06	1.48647e+06	1.0784e+06	1.33793e+06	902572	1.06679e+06	844041
P22105	P22105		TNXB		1.3489e+06	1.30923e+06	846882	748617	168055	731581	287730	199700	1.51061e+06	495978
P22234	P22234		PAICS		5.11859e+06	5.53169e+06	4.48005e+06	4.4441e+06	9.82127e+06	5.93713e+06	7.40447e+06	6.46666e+06	3.6216e+06	5.19053e+06
P22307	P22307		SCP2		3.54889e+06	6.81729e+06	5.39124e+06	4.88609e+06	2.71129e+06	7.83185e+06	3.51261e+06	5.4458e+06	3.81547e+06	2.49355e+06
P22314	P22314		UBA1		1.00309e+07	1.15975e+07	9.89227e+06	9.53002e+06	7.6659e+06	9.49298e+06	1.10833e+07	8.92925e+06	9.62758e+06	7.07089e+06
P22392	P22392		NME2		1.87963e+07	1.6703e+07	2.1613e+07	1.49286e+07	1.6891e+07	1.77971e+07	1.93789e+07	1.10215e+07	1.57182e+07	2.27875e+07
P22413	P22413		ENPP1		285558	573690		555911	118226	330904			273594	
P22626	P22626		HNRNPA2B1		1.44972e+07	1.51143e+07	1.70138e+07	1.05803e+07	1.35067e+07	1.47883e+07	1.56635e+07	1.33758e+07	1.78285e+07	1.38734e+07
P22670	P22670		RFX1		46653.3		210812		51246.2		92310.8	42131.9	84013.8	
P22681	P22681		CBL		131817			220782	204385	58470.8	678610	76273.6	127278	328576
P22695	P22695		UQCRC2		1.67816e+07	1.77496e+07	7.27629e+06	1.96503e+07	9.0944e+06	2.83241e+07	7.2295e+06	3.70821e+06	2.09735e+07	7.18736e+06
P22760	P22760		AADAC				968147							
P22792	P22792		CPN2		1.04485e+06	314832	2.00787e+06	584125			1.68457e+06	569057	2.16592e+06	440376
P22830	P22830		FECH		3.18409e+06	3.52109e+06	537592	4.8405e+06	404521	3.48193e+06	556753	589131	4.40533e+06	771647
P22897	P22897		MRC1		880673	219595	399038		231530	229933	465647	179060	268620	861117
P23142	P23142		FBLN1		2.78483e+06	4.62984e+06	2.57009e+06	3.54202e+06	4.86855e+06	3.97296e+06	1.31987e+06	1.16416e+06	5.40402e+06	7.8783e+06
P23193	P23193		TCEA1		286294	353078	268030	153369	165390	398695	227172	330052	266305	296121
P23219	P23219		PTGS1		715039		1.79164e+06	790938	1.60621e+06		239256	3.99033e+06	821022	3.1386e+06
P23229	P23229		ITGA6		1.56251e+07			1.57375e+07			2.48985e+07	1.2144e+07		3.47734e+07
P23246	P23246		SFPQ		6.3768e+06	5.86396e+06	7.23367e+06	5.32787e+06	4.92384e+06	4.24766e+06	6.76797e+06	5.60965e+06	9.09672e+06	6.92836e+06
P23258	P23258		TUBG1		575487	578132	598590	418932	710972	449854	720192	767615	611733	452090
P23284	P23284		PPIB		4.67687e+07	3.52794e+07	5.12065e+07	3.00226e+07	4.2357e+07	2.58737e+07	2.70717e+07	5.89383e+07	3.99008e+07	4.47184e+07
P23368	P23368		ME2		2.92764e+06	1.82014e+06	2.72291e+06	2.32788e+06	1.94879e+06	1.62334e+06	1.37853e+06	1.42398e+06	2.03861e+06	2.49168e+06
P23378	P23378		GLDC		1.62808e+06	5.19427e+06	347560	3.67904e+06		5.4288e+06	239782	252009	735835	220630
P23381	P23381		WARS1		5.82244e+06	3.09386e+06	3.5661e+06	3.97308e+06	5.02651e+06	2.76867e+06	3.92058e+06	3.59097e+06	3.59755e+06	7.58768e+06
P23396	P23396		RPS3		2.50508e+07	1.66012e+07	1.3124e+07	2.01195e+07	2.67934e+07	1.8746e+07	6.0518e+06	2.80093e+07	1.89395e+07	4.97314e+06
P23434	P23434		GCSH		5.22674e+06	8.24054e+06	2.01868e+06	7.93466e+06	3.62975e+06	1.31502e+07	970120	3.65211e+06	3.58132e+06	940008
P23458	P23458		JAK1		161024	105107	197285	147582	200432	71602.2	390475	83827	131965	172967
P23470	P23470		PTPRG		962372	770910	551261	1.14202e+06	711876	640372	842052	454680	1.28905e+06	606619
P23497	P23497		SP100		1.39807e+06	644436	985053	689519	982231	469414	1.08318e+06	993980	1.04448e+06	835617
P23526	P23526		AHCY		2.34698e+06	4.29522e+06	1.48659e+06	3.15602e+06	2.31839e+06	1.96522e+06	1.09195e+06	1.53219e+06	1.47026e+06	762169
P23588	P23588		EIF4B		869794	1.05496e+06	955505	462035	270562	883222	847809	869448	873408	556563
P23786	P23786		CPT2		3.58101e+06	5.08674e+06	2.28371e+06	5.67862e+06	1.96055e+06	4.47279e+06	4.17442e+06	2.0806e+06	2.47201e+06	867372
P24158	P24158		PRTN3		506143	710571	1.42738e+06	288720	355254	466175	1.20212e+06	745118	921788	1.15886e+06
P24298	P24298		GPT		889493	2.6466e+06		2.01301e+06	2.08461e+06	1.04566e+06	1.21519e+06		648797	
P24468	P24468		NR2F2		630274	617751		507674	310714	572086	171542	427684	884748	540276
P24539	P24539		ATP5PB		5.66937e+06	6.97406e+06	1.1819e+06	5.92609e+06	4.24913e+06	5.92175e+06	2.10993e+06	1.77198e+06	3.46802e+06	1.72214e+06
P24593	P24593		IGFBP5		41073.7	27749.3	91183							
P24666	P24666		ACP1		4.1745e+06	8.34823e+06	6.97535e+06	5.21297e+06	3.22334e+06	8.99437e+06	9.34924e+06	6.41835e+06	4.71201e+06	5.48954e+06
P24752	P24752		ACAT1		1.01832e+08	2.09505e+08	2.15001e+07	1.43896e+08	1.81705e+07	1.73604e+08	2.85512e+07	3.44843e+07	9.24466e+07	2.15917e+07
P24821	P24821		TNC		3.24114e+07	7.01393e+06	5.03637e+07	3.24574e+07	2.44411e+07	1.03757e+07	3.8403e+06	1.62909e+07	7.07024e+07	6.81073e+07
P24844	P24844		MYL9		2.32234e+07	1.2235e+07	1.06829e+07	1.22957e+07	1.61043e+07	8.85756e+06	9.84834e+06	1.03777e+07	1.26306e+07	1.53416e+07
P24928	P24928		POLR2A		697976	1.00658e+06	1.09888e+06	705780	760620	861482	1.01373e+06	951992	1.10315e+06	848592
P25098	P25098		GRK2		812508	488607	547255	409520	529387	356380	795450	1.11605e+06	665626	579063
P25205	P25205		MCM3		130204		472055	118787	279176	35065.5	355176	315930	200070	270092
P25311	P25311		AZGP1		1.00864e+07	1.43838e+07	5.98751e+06	1.35704e+07	4.34858e+06	9.64003e+06	4.06306e+06	7.73784e+06	9.79415e+06	1.08887e+07
P25325	P25325		MPST		3.71574e+06	7.42162e+06	5.61078e+06	6.13412e+06	1.3168e+06	4.55655e+06	2.34718e+06	3.28895e+06	2.75917e+06	1.09377e+06
P25391	P25391		LAMA1		1.39548e+06	708581		1.26289e+06	707722	562976	295844	957644	2.53757e+06	237812
P25440	P25440		BRD2		96395.6	114080			85524.9			69318.3	68460.7	
